income,family_size,previous_claims,benefits_received,loan_default,property_owned,age,aadhar_linked_accounts,phone_linked_accounts,rural_flag,location_changes,application_frequency,same_bank_accounts,ip_application_count
26410,2,0,0,0,1,26,1,3,0,0,0,1,0
164010,8,1,1,0,1,19,2,1,1,0,3,0,2
23278,3,0,0,1,1,37,1,4,0,2,1,0,6
27233,4,1,1,1,2,49,3,1,0,0,2,1,2
42636,7,2,2,0,0,28,1,2,0,1,2,1,1
31710,3,1,1,1,0,20,4,3,1,1,1,1,3
15000,5,1,1,1,0,41,1,1,0,0,3,0,5
31227,4,2,1,1,0,33,1,2,1,0,3,0,3
112415,6,1,1,1,0,52,3,1,1,4,6,1,2
82905,4,6,3,1,0,35,1,1,0,2,5,0,14
29788,6,2,1,0,0,32,2,2,0,0,1,2,1
22591,6,0,0,0,0,18,2,1,0,2,1,3,2
32635,3,2,2,0,0,55,3,1,1,2,0,1,2
27175,3,2,1,0,0,37,1,2,1,1,1,1,0
29756,3,2,1,0,0,32,1,2,0,0,1,1,2
17228,5,2,2,0,0,44,2,2,0,0,2,1,1
49156,3,0,0,0,0,55,3,2,0,0,1,3,4
139666,3,1,1,1,1,46,1,1,0,1,5,0,6
17528,3,6,1,0,1,48,3,1,0,1,3,1,2
93569,5,0,0,0,0,37,2,1,1,1,0,1,2
25987,6,5,3,1,1,40,1,4,0,1,8,1,4
19443,1,1,1,0,1,52,5,1,0,0,0,0,0
15000,2,1,1,1,0,40,2,4,1,1,5,0,3
15000,3,3,2,0,0,29,4,4,0,1,3,1,2
15497,5,1,1,1,0,23,2,2,1,2,6,0,4
37879,3,3,2,0,0,55,1,1,1,0,2,0,0
20846,2,6,6,1,0,31,3,2,0,4,6,0,10
26446,3,2,2,0,1,37,1,3,0,1,2,1,2
21141,3,5,3,1,0,62,2,3,0,4,7,1,8
114804,5,1,1,1,0,52,2,3,0,1,6,0,5
15000,5,2,2,1,0,48,1,2,0,1,7,0,5
149128,6,2,2,0,0,31,1,2,0,2,3,0,0
24562,3,0,0,1,0,52,5,1,1,0,5,1,5
52873,5,0,0,0,0,38,4,3,1,0,0,1,1
32404,4,1,1,0,0,53,1,2,0,0,2,0,1
30633,6,0,0,1,1,45,2,3,0,3,1,1,3
196874,5,1,1,0,0,38,2,1,0,1,1,2,1
21685,3,0,0,1,0,34,2,2,0,0,1,1,2
84079,5,2,1,0,0,26,2,1,0,0,2,2,1
43011,4,2,1,0,0,39,3,1,0,2,1,1,4
36086,3,4,2,1,0,31,2,3,0,3,6,0,8
15000,1,4,3,0,0,37,2,1,0,2,6,3,2
19871,7,1,1,0,0,22,2,2,0,2,4,1,2
15000,6,1,1,1,1,21,2,3,0,0,0,0,2
15000,4,3,1,0,0,31,1,4,0,1,2,0,2
27585,4,1,1,0,1,50,1,1,0,0,3,2,2
28263,2,0,0,1,0,61,2,2,0,0,3,1,3
15000,4,2,2,1,2,50,1,2,0,1,6,1,6
74768,2,5,5,0,2,41,1,1,1,1,5,1,2
51577,2,0,0,0,0,36,3,1,0,0,2,3,2
30898,5,0,0,1,0,42,2,1,0,0,3,1,4
131621,4,2,2,0,1,37,3,1,0,1,1,0,2
25247,3,2,1,1,0,55,3,2,1,1,3,1,8
28722,5,1,1,1,0,28,2,2,1,0,5,0,4
15000,4,1,1,0,0,39,1,3,0,2,0,1,1
67250,4,2,1,0,0,28,5,1,0,0,3,1,1
69093,4,0,0,1,0,47,1,1,0,2,6,2,7
96275,6,3,2,0,0,39,2,2,1,2,4,2,3
27719,4,1,1,1,0,29,1,1,0,0,4,3,4
26908,3,1,1,0,1,30,1,3,0,0,2,0,0
96734,5,0,0,1,0,37,3,2,0,0,4,3,8
16030,2,2,2,1,1,48,2,3,0,1,4,1,6
142177,2,2,1,0,1,38,1,1,0,1,3,2,1
72565,5,1,1,0,0,37,2,3,1,1,0,1,0
42703,2,2,1,1,1,29,2,3,0,0,3,0,8
96770,4,0,0,1,1,37,5,3,1,1,5,0,5
33604,3,0,0,0,0,38,2,3,0,0,1,2,0
31426,2,3,3,1,0,25,1,1,0,0,7,2,5
65377,3,2,1,0,1,56,2,3,1,0,4,0,1
15000,2,0,0,0,0,32,2,3,0,0,1,2,1
102376,5,4,2,1,0,36,2,3,1,0,9,0,8
22586,5,2,1,0,0,37,2,1,0,1,5,1,2
89028,3,0,0,0,0,18,2,2,1,0,0,0,0
52884,1,0,0,0,0,32,2,1,1,0,0,3,2
92388,3,1,1,1,0,23,2,1,1,1,8,2,5
147041,3,0,0,0,0,32,1,2,0,2,0,3,0
85657,3,1,1,0,0,45,4,1,1,0,1,1,1
26137,6,0,0,0,0,28,1,2,0,2,0,0,3
41400,6,0,0,1,0,39,1,1,0,2,3,1,9
58639,2,2,1,0,1,38,4,4,1,0,0,1,0
15000,5,10,10,0,0,51,1,3,0,0,5,1,1
44699,2,0,0,0,0,54,2,1,0,0,2,0,1
134898,2,1,1,0,2,23,1,2,0,1,3,1,0
111877,8,1,1,0,0,39,1,2,0,1,3,1,1
63873,2,1,1,1,0,32,1,1,0,1,9,0,5
32396,4,2,2,0,1,50,1,2,0,2,0,0,2
15711,3,1,1,0,0,55,3,1,0,1,2,1,0
153527,4,2,2,1,1,36,4,1,1,2,3,0,5
86105,3,0,0,0,1,36,3,1,0,0,0,3,0
107559,2,1,1,0,0,31,1,1,0,1,1,0,3
15000,3,1,1,0,0,30,2,3,1,0,3,3,2
15000,3,1,1,1,0,47,1,2,0,1,4,0,5
24261,5,3,3,0,0,41,3,2,0,4,6,1,4
107477,1,1,1,1,0,27,3,2,0,1,4,1,2
31529,4,3,3,1,1,38,2,3,1,1,5,2,4
15000,3,1,1,1,0,21,3,2,0,1,9,2,6
59523,3,0,0,0,0,46,2,1,0,0,1,1,1
300000,3,0,0,0,0,59,2,1,0,0,1,1,1
27313,2,0,0,0,0,61,2,3,1,2,1,1,2
52094,4,0,0,0,0,54,1,1,0,0,6,1,1
15000,3,0,0,0,0,40,3,1,0,0,0,2,2
78711,5,0,0,0,1,19,1,1,1,2,0,1,3
86517,7,4,1,1,0,70,2,2,0,2,10,1,8
55380,5,0,0,0,0,46,2,1,0,0,0,3,2
17781,4,3,1,0,0,33,4,2,0,4,2,3,2
19313,3,2,1,1,0,36,3,1,1,4,2,1,6
49985,6,1,1,1,0,43,3,1,0,1,4,1,8
48631,6,4,4,1,0,41,2,3,0,2,8,1,2
15000,9,2,1,0,0,43,1,2,0,0,1,3,1
56292,3,1,1,1,0,50,4,2,0,0,3,1,3
20046,9,3,2,0,1,44,3,1,1,1,4,0,5
95531,6,0,0,1,1,35,2,2,0,0,2,2,3
125662,1,4,4,0,0,43,1,2,0,2,0,3,2
300000,6,2,1,0,0,34,2,1,1,0,2,3,1
24489,6,3,3,0,0,19,1,1,1,1,3,1,1
15000,2,1,1,0,0,42,2,1,1,1,1,2,0
15000,4,3,1,1,0,18,2,1,0,3,3,0,3
134024,3,5,2,0,2,37,1,1,0,1,4,0,0
44550,5,0,0,1,0,38,2,1,0,1,3,0,4
15000,3,0,0,0,1,40,3,3,1,1,2,2,1
55506,6,3,2,0,0,52,2,1,0,0,4,2,0
29368,1,0,0,1,0,18,5,2,0,2,4,0,4
64362,1,0,0,0,0,19,1,1,0,1,1,1,4
41797,4,3,1,1,0,36,2,1,1,1,9,1,10
15000,4,0,0,0,0,19,3,1,0,1,1,2,1
61408,4,2,2,0,0,40,3,2,0,1,2,1,3
41016,5,5,4,1,0,18,1,2,0,3,3,1,5
114064,5,0,0,0,1,47,2,1,0,0,1,1,1
31092,2,1,1,1,1,32,3,1,0,2,3,0,4
25610,5,0,0,0,0,18,1,2,0,1,1,0,0
18731,3,0,0,1,0,35,4,2,0,0,3,2,7
111268,2,1,1,0,3,55,1,1,0,2,1,0,4
15000,3,2,1,1,1,45,2,2,0,4,4,0,3
40517,4,2,2,0,0,23,3,1,0,2,1,1,2
15000,3,0,0,1,0,32,1,2,1,0,1,0,3
15000,5,0,0,0,0,44,2,2,1,2,1,0,3
29355,4,0,0,1,0,39,1,2,0,1,4,0,3
37259,3,2,1,1,0,38,1,1,1,1,4,0,8
15000,3,1,1,1,1,28,2,2,0,0,6,1,7
27164,9,0,0,0,0,33,1,1,0,0,1,1,1
32425,5,5,4,0,0,56,3,1,0,1,2,2,2
42608,2,0,0,1,0,46,1,3,0,0,3,0,4
68162,4,1,1,0,0,38,2,1,1,1,2,0,3
33629,9,0,0,0,1,41,2,2,0,1,1,1,2
33786,5,4,2,0,0,18,1,3,0,2,4,0,2
40395,6,2,1,0,1,49,1,1,1,2,3,1,1
23478,3,0,0,0,1,27,2,2,0,1,4,1,1
15724,3,1,1,1,0,21,2,3,0,1,5,3,4
28970,2,2,2,0,0,40,2,3,0,1,1,0,1
49335,5,0,0,0,0,43,2,2,1,0,0,0,0
16452,3,2,1,0,0,38,2,1,1,3,3,1,1
39700,4,0,0,0,0,52,1,3,1,1,1,2,3
120013,3,0,0,0,1,42,1,3,0,0,0,1,2
53692,4,6,2,1,0,28,2,2,0,2,6,2,2
91455,5,0,0,0,0,27,3,1,0,0,5,3,0
50798,4,2,2,0,1,41,1,3,0,2,1,1,2
15000,4,6,3,1,1,52,3,3,0,1,0,0,5
44983,4,1,1,1,1,56,1,2,0,1,3,0,3
35953,3,1,1,0,1,26,2,1,1,2,0,2,1
62035,4,3,2,1,0,39,1,1,0,1,1,2,5
56828,3,3,1,1,0,34,1,1,0,0,6,0,3
30596,4,0,0,1,0,18,2,2,0,0,5,1,4
28209,8,0,0,0,0,63,1,1,0,0,1,3,1
21407,2,0,0,1,0,46,2,1,0,2,2,0,2
50721,3,2,2,0,0,22,3,1,0,2,1,1,3
59190,3,0,0,0,0,56,1,4,0,0,2,1,0
75744,2,0,0,0,0,42,3,1,0,0,0,3,1
20808,3,0,0,0,0,37,4,1,0,0,3,2,1
15000,3,2,1,1,0,18,2,2,0,1,9,0,3
139408,9,0,0,0,0,24,1,1,1,1,1,2,1
87090,8,5,2,1,0,18,2,3,1,3,7,0,7
89682,4,1,1,0,0,27,2,1,0,0,4,0,0
33919,5,2,2,0,0,40,3,1,0,2,1,0,3
56292,4,0,0,1,1,45,1,1,0,0,1,0,1
28109,3,2,2,0,1,33,4,2,1,2,4,1,3
20834,3,0,0,0,0,35,1,1,0,0,1,2,0
56966,6,0,0,0,0,41,1,1,1,0,1,2,1
33510,3,0,0,1,0,34,5,3,0,3,4,2,6
108405,4,0,0,0,1,35,1,1,1,0,1,1,0
32245,6,2,2,0,1,50,3,2,1,1,3,0,1
29619,4,3,3,0,0,24,4,1,1,1,3,1,2
35279,5,1,1,0,0,54,2,2,1,2,1,2,2
69847,3,1,1,1,1,33,1,2,0,2,4,2,4
27832,3,0,0,0,1,28,1,1,0,0,2,3,2
26700,5,1,1,0,0,36,3,2,1,0,0,2,0
15000,5,1,1,0,0,30,2,2,1,2,0,0,2
28510,3,2,2,1,0,35,3,4,1,1,4,0,5
24381,4,2,2,0,0,24,3,1,1,1,2,0,3
48974,5,2,2,1,0,51,2,1,0,1,3,0,5
95313,10,1,1,0,1,43,3,2,0,1,4,1,0
15000,5,2,1,1,1,49,1,1,0,0,4,1,7
88801,3,1,1,0,1,34,2,1,0,0,1,1,1
15000,5,1,1,1,0,37,1,3,0,0,3,1,6
42705,4,1,1,0,0,53,1,1,0,0,0,0,1
20353,3,5,5,0,0,37,2,2,0,3,0,0,0
15000,2,3,2,1,0,23,1,1,0,0,4,0,3
73420,4,0,0,0,0,60,3,1,1,1,0,1,5
15000,4,1,1,0,1,27,1,2,1,0,0,1,0
139985,5,4,1,0,0,48,1,4,1,1,5,0,3
15000,4,3,1,1,0,51,2,2,0,0,5,0,4
62449,5,4,2,1,0,29,1,2,0,0,2,0,7
55680,4,1,1,0,1,22,1,4,0,1,2,1,0
128801,7,5,4,1,1,43,3,1,0,1,6,1,8
45475,6,1,1,0,0,42,2,4,1,2,0,2,1
69822,2,0,0,0,2,49,3,2,0,0,2,1,1
92683,3,2,2,0,1,39,2,1,1,1,3,1,1
23940,2,0,0,1,0,39,1,1,0,0,1,0,3
36285,4,0,0,1,0,34,1,2,0,0,2,0,2
15000,4,1,1,0,0,18,2,1,0,0,1,2,1
22843,4,2,1,1,1,26,1,1,0,0,4,1,3
41435,3,2,1,1,0,46,2,2,0,1,5,0,7
86091,5,2,2,0,0,61,1,3,0,2,1,0,2
55345,4,2,2,0,1,29,2,2,0,1,3,0,0
24376,2,0,0,1,0,31,3,2,0,0,3,0,2
139650,3,1,1,1,0,30,2,1,1,1,1,0,2
15000,6,4,1,1,0,30,3,3,0,2,4,1,4
160459,4,1,1,0,1,68,2,2,1,0,2,1,2
63927,4,1,1,1,0,25,1,1,0,0,4,2,4
103256,2,1,1,1,2,41,1,2,0,0,2,1,4
81833,3,3,1,0,0,31,2,1,1,1,3,2,1
15000,7,1,1,0,0,44,2,2,0,1,6,1,1
55164,4,2,1,0,1,43,2,2,0,1,1,2,1
27683,4,1,1,1,1,18,1,1,1,1,4,0,4
73739,6,0,0,1,0,51,3,3,0,0,4,1,3
256939,6,0,0,1,0,26,1,3,1,0,2,0,4
74314,7,6,3,1,0,46,1,3,0,4,4,2,12
45356,4,0,0,1,1,49,2,3,0,2,2,0,5
50418,4,1,1,1,0,33,1,1,0,1,2,0,4
149106,7,0,0,0,0,42,1,2,1,0,3,1,1
32222,2,6,5,1,0,48,1,2,0,3,7,0,3
31579,5,3,2,1,0,37,3,2,0,4,4,3,10
38062,4,0,0,1,1,31,2,1,0,0,7,1,3
19651,6,0,0,1,1,58,2,1,1,0,3,0,7
29916,3,3,2,0,0,39,2,1,0,2,2,2,2
58334,4,2,2,1,0,22,2,1,0,0,1,0,3
25661,5,3,2,1,1,40,4,1,1,5,5,0,2
18356,6,0,0,0,0,31,2,2,0,0,1,0,2
15000,1,3,3,0,0,47,4,1,1,0,5,1,2
300000,5,3,2,0,1,29,2,1,0,0,3,1,0
58445,6,1,1,0,0,54,1,1,0,0,0,3,2
25509,7,1,1,0,0,30,2,2,0,1,2,1,1
15000,8,0,0,1,0,38,1,1,0,3,1,1,3
29990,5,1,1,1,1,32,1,1,0,4,7,1,8
19870,1,2,2,0,0,28,4,1,0,1,1,0,1
15000,5,2,1,1,0,48,1,2,1,2,4,1,9
50902,2,3,2,0,0,41,1,2,0,2,2,2,2
18901,5,0,0,1,0,41,3,2,0,0,4,0,6
35074,9,4,1,1,0,35,1,3,1,1,9,0,9
83820,6,2,1,0,1,30,5,2,0,1,4,2,4
45141,5,2,1,0,0,28,2,1,1,1,3,1,2
15000,2,4,2,1,0,19,1,2,1,3,1,0,3
15829,5,0,0,1,0,54,1,4,0,1,3,2,7
33412,1,2,2,0,0,51,3,1,0,4,2,1,3
15000,3,2,1,1,2,50,2,1,1,2,1,0,5
33950,3,3,1,0,1,48,1,1,0,0,2,0,1
45628,5,5,1,1,0,21,2,4,1,3,6,2,8
34588,4,1,1,1,1,38,2,2,0,3,1,0,4
184009,3,0,0,0,2,39,2,1,1,0,1,1,2
15000,5,0,0,0,0,32,1,1,0,1,2,0,0
41694,7,2,2,0,0,26,4,2,0,1,1,1,0
33714,4,2,1,1,0,18,2,1,0,0,9,1,4
76761,3,2,2,0,0,29,1,2,0,0,3,2,1
60678,4,0,0,0,0,52,1,3,1,1,1,0,1
82602,4,4,4,0,0,18,4,1,1,1,6,0,2
42645,3,0,0,1,1,31,2,2,0,3,1,0,4
48294,1,2,2,0,0,25,4,1,0,2,2,1,2
15000,5,1,1,1,0,58,2,1,0,0,4,1,3
37625,1,2,2,0,1,47,1,1,1,1,3,2,1
36855,5,1,1,1,1,45,2,1,0,0,4,2,2
98471,3,1,1,0,0,27,2,3,0,2,3,1,1
15000,5,0,0,0,0,24,2,2,0,0,1,1,2
24858,3,1,1,1,1,39,2,1,1,3,6,0,4
90055,4,0,0,0,0,42,5,1,0,0,3,0,0
15000,1,0,0,1,1,57,2,1,0,2,1,1,4
137175,3,1,1,0,0,40,1,3,0,1,1,1,1
27168,6,1,1,0,1,46,1,2,0,1,1,1,1
42328,3,0,0,1,0,44,1,2,1,0,3,0,3
94514,4,5,2,1,2,25,3,1,0,1,9,0,4
23832,4,1,1,0,0,49,3,2,0,0,2,2,0
38446,2,0,0,0,1,55,3,1,0,0,0,2,3
23861,6,6,2,1,0,49,2,1,0,2,8,0,3
43418,3,2,2,0,0,37,2,1,1,3,3,1,7
84852,4,0,0,1,0,28,2,1,1,1,3,1,9
38302,5,1,1,0,0,24,3,1,1,0,0,2,2
16346,3,1,1,0,0,40,1,3,0,1,0,3,2
41633,7,0,0,0,0,41,1,1,0,2,1,0,3
112026,3,0,0,0,0,41,2,1,0,0,0,3,0
30979,5,1,1,0,0,54,2,1,1,0,0,2,1
57456,3,2,1,0,0,32,1,2,0,2,0,0,0
18581,9,2,1,0,0,57,4,3,1,0,4,1,1
123710,2,1,1,1,0,47,4,3,0,0,2,1,4
25606,3,6,5,0,0,28,1,1,1,1,5,1,0
52653,1,0,0,1,0,51,3,2,1,1,3,0,3
45719,3,2,2,1,0,49,4,1,0,3,3,0,5
42121,2,4,4,1,0,39,4,1,1,1,5,0,6
93419,2,4,1,0,1,29,4,1,0,1,5,1,1
55394,6,0,0,0,0,28,2,1,0,1,1,1,2
73802,4,3,3,1,0,38,3,2,1,1,1,0,2
18900,6,1,1,0,0,41,2,1,0,2,1,2,1
21482,7,5,2,0,0,30,3,1,0,3,4,3,2
106007,3,1,1,0,0,39,1,1,0,1,1,2,3
84714,6,1,1,0,0,46,1,1,0,0,1,1,0
40490,4,3,3,1,0,24,2,1,0,3,6,0,10
82186,6,4,3,0,1,43,2,2,1,1,4,1,4
81837,5,0,0,0,0,54,3,1,0,1,0,1,1
45647,5,0,0,0,0,23,3,2,0,1,0,1,4
25200,6,1,1,0,0,42,1,4,1,1,1,0,0
65786,9,0,0,1,1,46,1,1,1,3,3,1,9
41188,2,4,4,1,0,28,2,3,0,2,3,0,9
15000,6,5,5,1,1,42,1,1,0,0,7,1,5
15000,6,0,0,0,1,31,2,3,0,1,0,0,1
16049,6,2,2,0,0,43,2,2,0,0,2,1,1
16061,2,8,4,1,0,28,2,1,0,2,3,0,7
66199,7,3,1,1,1,21,1,2,0,1,4,0,6
23431,3,3,1,0,0,34,2,3,0,0,2,1,1
22654,1,4,2,1,0,18,2,1,0,0,10,1,4
19192,3,5,4,0,0,24,1,1,0,0,7,3,1
15000,4,3,2,0,0,47,2,1,0,2,1,2,3
41055,4,3,3,1,0,35,2,1,0,1,2,0,3
70733,1,1,1,1,0,18,2,1,0,1,5,0,10
57123,4,4,3,1,1,41,2,1,0,4,0,1,10
19391,5,4,1,1,0,38,4,1,1,0,5,1,3
37650,3,2,2,1,0,54,1,1,1,1,1,1,8
15000,7,0,0,1,0,54,3,3,0,0,0,2,2
85737,6,0,0,0,2,59,1,3,1,0,1,2,1
15000,6,3,2,0,0,63,3,1,0,2,2,0,2
29919,2,0,0,1,1,18,2,2,1,2,2,0,3
15000,1,5,2,0,0,28,2,1,0,1,2,1,2
34075,4,1,1,1,2,53,3,1,1,1,3,0,3
48938,4,0,0,1,1,45,1,1,1,1,4,1,8
40749,3,0,0,0,0,18,1,1,0,0,3,2,2
63458,4,2,1,0,0,18,1,1,0,4,1,2,1
16880,4,2,1,1,0,45,1,1,0,3,3,1,4
39384,7,2,2,1,0,37,3,3,0,1,4,3,2
37118,3,1,1,1,2,40,1,3,0,5,5,1,5
47676,7,5,5,0,0,50,2,1,0,2,2,1,4
129990,7,3,1,1,0,30,2,2,1,2,3,0,5
43770,6,4,4,1,1,44,2,3,0,3,4,1,6
31593,4,5,5,1,2,51,4,1,0,5,9,0,5
48919,5,3,3,1,0,54,3,2,0,1,3,1,5
72531,6,3,1,1,0,32,1,1,1,1,5,0,3
128518,5,0,0,1,0,39,1,2,1,0,6,1,6
122797,4,1,1,0,1,46,1,3,0,1,1,0,1
53845,7,3,3,0,0,37,2,3,1,0,5,0,0
15000,3,0,0,1,0,40,1,3,0,1,2,2,4
82240,7,0,0,0,0,43,1,1,0,1,0,1,0
46091,6,4,1,0,0,42,2,2,0,2,4,1,1
19284,4,5,2,0,2,49,2,3,1,2,1,1,3
170883,2,0,0,0,0,21,3,2,0,1,0,0,0
81904,6,2,2,1,0,35,1,4,1,2,7,1,10
100805,3,0,0,1,1,39,3,2,0,3,0,0,7
24571,3,4,3,1,0,31,5,1,1,0,6,1,7
87827,3,2,2,1,0,29,3,2,0,2,5,0,4
30587,5,1,1,0,0,49,1,2,0,1,1,2,2
15000,4,2,2,1,1,29,4,1,0,1,5,1,6
75163,3,0,0,1,1,28,2,1,1,0,3,2,4
15184,7,7,6,1,0,22,2,3,0,3,3,1,6
61887,3,2,1,0,0,34,2,1,0,0,1,0,2
51170,3,1,1,0,1,39,2,2,1,0,1,0,1
39721,3,0,0,0,0,37,3,1,1,1,1,1,3
55646,2,1,1,1,0,25,1,1,0,1,3,0,4
17172,3,0,0,0,0,37,1,2,0,0,1,3,1
26968,4,0,0,1,0,36,1,2,0,4,4,0,8
300000,5,0,0,0,1,34,1,1,1,0,3,0,1
21681,3,3,2,1,0,42,1,1,0,3,2,2,3
50550,8,0,0,1,0,21,2,1,1,0,0,0,6
134046,3,1,1,0,1,45,2,2,0,0,3,1,0
15000,3,3,3,1,1,30,2,2,0,2,3,1,5
146825,3,3,1,0,0,30,2,2,1,1,4,0,6
47572,4,2,1,0,0,41,2,1,0,0,4,2,1
46257,3,2,2,0,0,32,3,2,0,0,2,0,0
67427,8,1,1,1,1,54,2,1,0,2,8,0,4
56633,3,0,0,0,1,18,2,2,1,0,1,2,1
15000,2,1,1,0,0,19,2,1,0,0,3,1,0
24182,3,0,0,1,0,41,1,1,0,1,7,2,6
64655,6,5,3,0,0,36,2,1,0,1,5,1,1
40686,4,5,5,1,0,47,2,3,0,3,6,2,5
15000,3,3,2,1,0,38,2,1,0,2,7,0,6
35969,4,0,0,1,0,45,2,1,0,1,3,1,3
17511,3,1,1,1,0,33,1,1,1,1,2,0,8
80917,4,1,1,0,0,30,1,3,0,1,2,0,3
159522,4,2,2,1,0,42,3,3,1,3,4,2,4
63044,2,5,3,1,0,44,1,1,1,0,7,1,6
88309,6,1,1,0,0,60,2,2,0,0,3,0,2
15000,2,0,0,1,0,52,2,2,0,1,2,1,5
45464,6,2,1,1,0,25,1,1,0,2,10,0,8
21526,4,3,3,1,0,30,3,1,1,1,3,2,3
46411,3,3,3,0,1,35,2,2,0,0,2,2,4
74966,2,4,1,0,0,47,1,1,1,3,0,1,2
30249,3,10,6,1,1,39,2,1,0,5,10,0,9
15000,5,2,1,1,0,27,2,4,0,0,2,0,6
139294,4,1,1,0,1,36,1,1,0,0,1,2,0
21020,4,1,1,0,0,37,2,3,1,1,4,0,1
15000,8,0,0,0,0,47,3,1,0,0,2,1,0
37723,3,0,0,0,1,70,5,2,0,1,1,0,3
23153,1,2,2,1,0,27,1,3,0,2,3,1,5
147909,1,1,1,1,0,18,1,3,0,0,3,1,7
34620,3,3,2,0,0,54,2,1,0,2,2,0,3
39590,4,2,2,0,0,56,3,1,0,0,0,1,1
68016,10,4,3,1,1,25,1,1,0,2,2,2,2
16288,3,1,1,0,0,55,2,1,1,1,2,3,1
46103,3,0,0,0,1,41,2,1,0,0,4,0,2
30218,3,0,0,0,1,39,1,1,0,0,1,2,0
168975,3,0,0,0,0,53,2,4,0,0,0,0,0
15000,2,0,0,0,0,29,2,2,0,0,0,3,0
22233,3,0,0,0,0,25,1,1,0,1,0,1,2
54467,3,0,0,0,0,27,2,2,0,1,0,3,1
43634,3,2,1,0,0,34,1,1,0,1,1,0,3
22497,5,1,1,1,0,18,1,1,1,2,3,3,3
44809,5,1,1,0,1,35,2,1,0,1,1,0,1
27310,4,1,1,0,0,38,1,1,1,0,1,1,0
33022,2,0,0,0,0,45,3,1,0,1,3,2,0
85747,3,2,2,1,0,21,1,2,0,3,4,0,3
120511,5,2,2,1,0,36,1,1,0,1,7,2,0
236040,2,0,0,0,0,36,2,1,1,1,1,0,2
15000,4,1,1,0,0,33,4,2,0,0,4,2,2
23368,2,1,1,0,1,52,3,2,1,3,0,3,2
57237,4,2,1,1,0,23,4,1,0,1,7,1,2
84977,3,1,1,1,0,36,2,1,0,1,5,2,4
25765,7,1,1,0,0,42,1,1,0,0,0,2,2
74358,3,4,1,0,0,38,2,1,0,0,5,0,3
41479,2,0,0,1,0,56,1,2,0,1,5,2,4
44592,5,0,0,0,0,41,2,2,0,1,0,0,0
40091,2,4,4,1,0,29,3,3,0,1,8,0,3
67998,3,0,0,0,1,29,2,1,0,0,1,0,1
25298,2,1,1,1,0,40,3,1,0,1,5,0,1
28295,5,4,4,1,0,31,1,1,0,1,6,0,3
19277,6,1,1,0,0,37,3,1,0,0,0,0,0
15000,2,0,0,0,0,23,1,2,0,1,1,1,0
67336,8,2,2,0,0,27,3,1,0,0,1,0,2
44890,6,3,1,0,0,46,1,3,0,0,0,1,0
33620,4,4,4,0,0,25,2,2,0,2,3,1,1
48024,4,2,2,1,0,34,1,1,1,1,4,1,4
19796,5,4,3,0,0,48,5,3,0,2,2,1,3
27952,3,2,1,1,0,19,4,1,0,0,2,0,4
67203,2,0,0,1,0,37,1,2,0,1,1,0,6
42298,3,4,2,1,0,56,1,2,0,3,6,2,9
85911,3,5,4,1,0,29,1,3,0,0,2,1,5
28887,6,0,0,0,0,41,2,1,1,1,0,0,0
56293,5,2,1,0,1,40,2,1,0,2,1,1,1
80917,3,5,2,1,0,31,1,1,0,0,7,1,3
20802,5,3,2,1,0,37,2,3,0,1,6,0,5
27050,3,2,1,1,0,42,2,1,0,1,2,0,4
28966,8,0,0,0,0,22,1,2,0,1,2,1,1
70594,6,3,3,0,0,38,3,1,1,1,2,1,1
30743,4,2,1,1,0,29,2,1,0,4,4,0,9
194756,7,4,1,0,0,29,1,2,0,2,1,3,1
19165,5,1,1,1,1,46,4,2,0,0,2,3,2
15000,4,0,0,0,0,31,3,1,0,1,1,0,2
15000,3,1,1,0,0,38,3,1,0,0,1,1,1
40028,4,1,1,0,0,41,3,1,0,0,0,0,4
63332,2,0,0,0,0,41,2,3,0,2,1,1,1
49161,4,0,0,0,0,45,2,2,0,0,1,1,1
41497,2,0,0,0,0,42,1,1,1,0,0,3,2
29343,3,1,1,1,0,45,1,1,0,3,3,0,7
34013,8,1,1,1,0,32,1,1,0,0,3,1,3
50510,3,2,1,1,0,42,1,1,0,2,6,0,5
29281,6,2,2,1,1,33,1,4,1,1,6,0,4
27018,4,0,0,0,0,18,1,1,0,1,2,2,2
21699,7,2,2,0,0,19,1,2,1,0,3,2,1
28843,6,0,0,0,0,38,2,2,0,0,5,2,3
48405,5,5,4,1,0,57,2,3,1,4,1,0,3
36903,4,0,0,1,0,32,1,1,0,0,0,0,5
15000,1,1,1,0,0,45,2,3,0,1,3,1,3
57949,8,5,2,1,0,38,5,1,0,1,10,1,3
54738,3,2,2,1,0,30,1,1,1,2,5,0,6
23231,3,1,1,1,0,34,1,1,1,0,5,1,5
41175,4,1,1,0,1,45,2,1,0,2,2,1,2
20080,3,3,2,1,0,70,2,1,0,2,4,1,6
28399,3,0,0,0,0,47,2,1,0,1,1,2,0
21963,5,1,1,1,0,57,5,1,0,0,5,1,4
63336,2,0,0,1,0,42,3,2,0,1,4,0,2
36542,1,1,1,0,1,23,1,1,0,1,2,1,0
24540,4,3,2,1,0,31,1,3,0,1,8,0,5
21778,4,3,2,0,0,43,2,2,1,0,3,2,1
46658,4,1,1,0,2,35,1,3,0,0,2,1,1
28759,2,2,2,1,1,32,1,1,1,0,2,0,3
146824,5,6,5,0,0,37,2,2,0,3,3,1,4
58732,3,0,0,0,0,43,1,2,0,0,0,1,2
