income,employment_status,family_size,education_level,health_condition,housing_type,disaster_risk
161749,employed,5,graduate,0,permanent,low
64232,self_employed,3,secondary,1,rented,high
51712,informal,5,secondary,0,temporary,low
43511,unemployed,4,none,1,homeless,high
74917,self_employed,3,graduate,0,permanent,medium
267227,employed,3,primary,0,permanent,low
40007,informal,3,postgraduate,0,rented,high
84849,employed,3,secondary,0,temporary,low
63281,informal,7,graduate,1,rented,medium
36816,informal,10,secondary,0,temporary,high
32504,unemployed,8,none,1,temporary,high
28031,retired,9,secondary,1,temporary,high
420035,employed,5,postgraduate,0,rented,high
10299,informal,4,graduate,0,homeless,medium
42323,unemployed,4,primary,0,permanent,high
36710,unemployed,9,none,1,homeless,high
51620,unemployed,6,primary,1,homeless,high
112788,informal,6,secondary,0,permanent,medium
59809,informal,8,none,1,temporary,high
382287,employed,2,secondary,0,permanent,low
92858,employed,4,primary,1,temporary,low
288713,employed,3,graduate,1,permanent,high
386088,employed,5,graduate,0,permanent,low
24632,retired,8,primary,1,temporary,medium
144568,self_employed,5,secondary,0,temporary,medium
98239,self_employed,3,secondary,0,permanent,high
183600,employed,3,postgraduate,0,temporary,low
270158,employed,5,postgraduate,0,temporary,low
20307,unemployed,4,none,1,rented,high
130004,unemployed,5,graduate,1,permanent,medium
63219,employed,3,secondary,1,homeless,medium
240535,self_employed,2,postgraduate,1,rented,low
25561,self_employed,8,primary,1,temporary,medium
466810,self_employed,2,graduate,0,rented,low
281940,retired,4,graduate,1,permanent,low
59706,informal,10,secondary,0,temporary,high
28190,informal,8,secondary,1,homeless,medium
125241,unemployed,5,graduate,0,permanent,medium
66642,informal,7,primary,0,temporary,high
7988,informal,9,none,0,temporary,high
52293,retired,5,postgraduate,1,temporary,medium
54154,unemployed,6,secondary,1,temporary,high
31709,retired,8,none,0,temporary,high
387046,employed,5,postgraduate,0,temporary,low
36390,informal,9,secondary,1,homeless,medium
77876,employed,5,postgraduate,0,permanent,medium
182405,employed,2,graduate,0,rented,high
29869,unemployed,5,none,0,temporary,high
9007,informal,9,none,1,temporary,medium
11242,unemployed,9,none,1,rented,medium
124324,employed,2,postgraduate,1,permanent,low
5913,unemployed,4,primary,1,temporary,high
247634,self_employed,4,postgraduate,1,permanent,low
391757,self_employed,5,graduate,0,permanent,medium
141065,employed,4,secondary,0,rented,medium
193942,self_employed,3,graduate,0,permanent,medium
112931,self_employed,3,primary,0,permanent,medium
51772,self_employed,4,primary,1,homeless,high
480400,self_employed,2,graduate,1,rented,low
478949,unemployed,4,graduate,0,rented,low
29341,unemployed,8,primary,1,temporary,medium
101662,employed,3,secondary,0,rented,low
223906,employed,3,secondary,1,permanent,medium
351444,self_employed,4,graduate,1,rented,low
172405,employed,5,secondary,0,permanent,low
121955,self_employed,4,primary,1,temporary,high
23268,informal,9,primary,1,rented,high
87173,informal,4,graduate,1,rented,medium
46552,unemployed,4,primary,1,temporary,medium
33764,informal,10,none,1,temporary,high
55911,self_employed,8,primary,1,temporary,high
49707,retired,4,primary,1,temporary,medium
86643,employed,7,primary,0,temporary,high
15610,retired,4,secondary,1,rented,medium
89560,self_employed,3,postgraduate,0,rented,medium
56456,unemployed,5,none,1,homeless,high
61260,employed,3,graduate,0,temporary,medium
88089,employed,5,none,0,homeless,medium
121275,employed,5,postgraduate,0,permanent,medium
79740,informal,5,secondary,0,homeless,medium
25065,informal,5,graduate,1,temporary,high
61925,employed,4,graduate,0,permanent,low
14624,unemployed,10,secondary,0,homeless,high
131150,employed,4,primary,0,permanent,low
53165,informal,8,none,1,rented,low
20735,informal,10,graduate,1,rented,high
41680,unemployed,5,none,1,homeless,high
64465,self_employed,3,secondary,0,temporary,low
118210,self_employed,3,secondary,0,permanent,low
43668,employed,5,secondary,0,rented,low
75201,employed,6,secondary,1,rented,low
123326,employed,4,secondary,0,permanent,medium
306059,employed,5,postgraduate,0,permanent,medium
27495,unemployed,4,secondary,1,rented,low
260615,employed,4,graduate,0,permanent,low
89976,employed,6,secondary,1,temporary,medium
171674,employed,2,graduate,0,rented,medium
238816,self_employed,3,graduate,1,rented,low
25757,self_employed,5,graduate,0,rented,high
218491,employed,2,secondary,0,permanent,low
86696,self_employed,4,postgraduate,0,rented,medium
392018,employed,3,graduate,1,permanent,low
38127,self_employed,6,primary,1,homeless,high
17713,informal,5,none,1,rented,medium
84752,self_employed,4,secondary,0,permanent,medium
82456,employed,4,secondary,0,homeless,medium
55016,informal,6,none,1,homeless,high
292669,employed,2,secondary,1,permanent,low
48613,employed,5,secondary,1,temporary,medium
69715,retired,3,graduate,0,permanent,low
104798,retired,3,secondary,0,rented,medium
55827,unemployed,9,primary,1,rented,medium
72260,employed,5,none,0,rented,medium
20376,unemployed,5,secondary,1,permanent,medium
39223,informal,5,primary,1,rented,medium
216423,self_employed,3,secondary,0,permanent,medium
31024,unemployed,4,secondary,1,rented,high
55832,self_employed,4,graduate,0,temporary,high
30980,unemployed,9,none,1,rented,medium
113429,informal,4,graduate,1,permanent,low
132727,self_employed,7,postgraduate,1,permanent,medium
168694,employed,3,none,1,permanent,medium
42213,informal,7,secondary,1,permanent,low
396785,employed,3,graduate,1,permanent,medium
423974,retired,4,graduate,0,rented,medium
478567,employed,3,secondary,0,permanent,medium
104458,employed,4,primary,1,temporary,medium
12997,informal,6,primary,1,temporary,medium
48325,unemployed,10,primary,1,rented,medium
90609,unemployed,5,graduate,0,permanent,medium
428313,self_employed,4,secondary,1,permanent,high
452966,employed,5,graduate,0,permanent,low
67724,informal,6,secondary,0,temporary,medium
13984,unemployed,5,secondary,0,temporary,medium
52595,unemployed,3,primary,0,temporary,high
121304,employed,7,graduate,0,temporary,low
49724,employed,6,postgraduate,0,rented,low
33694,informal,9,none,1,temporary,high
121479,employed,7,secondary,0,rented,high
114929,self_employed,5,secondary,1,rented,medium
7023,retired,9,graduate,1,temporary,high
15390,unemployed,4,primary,0,temporary,medium
23532,informal,7,none,0,temporary,high
41782,informal,6,primary,1,permanent,high
117736,employed,5,postgraduate,0,rented,medium
50260,retired,6,none,0,permanent,high
101637,employed,7,graduate,1,rented,medium
331409,employed,4,secondary,0,permanent,medium
117799,employed,3,secondary,0,temporary,high
67049,employed,4,none,1,rented,low
113346,self_employed,5,graduate,0,permanent,medium
26653,self_employed,10,none,1,rented,high
9783,self_employed,6,secondary,1,homeless,high
227117,self_employed,4,graduate,0,permanent,low
238304,unemployed,3,secondary,0,permanent,low
102525,informal,4,none,1,permanent,low
75338,unemployed,4,primary,0,rented,medium
50303,unemployed,10,secondary,0,temporary,medium
65259,employed,6,secondary,0,rented,low
21019,unemployed,6,primary,1,temporary,low
45038,unemployed,4,none,0,rented,high
12523,unemployed,10,secondary,1,homeless,high
64944,employed,5,graduate,1,homeless,medium
145665,unemployed,7,graduate,1,permanent,medium
21998,informal,7,primary,0,temporary,high
66830,employed,4,secondary,0,homeless,medium
21296,unemployed,7,primary,0,temporary,high
48469,informal,8,secondary,1,rented,medium
383258,self_employed,2,graduate,1,rented,medium
58463,informal,5,secondary,0,temporary,low
124755,informal,6,secondary,0,permanent,high
18620,self_employed,4,primary,1,homeless,high
15615,self_employed,8,none,1,temporary,high
54407,retired,5,primary,0,homeless,medium
13932,unemployed,6,secondary,1,temporary,medium
19382,unemployed,7,secondary,0,rented,medium
99807,employed,3,secondary,0,rented,medium
58335,unemployed,9,primary,0,temporary,high
190723,self_employed,4,postgraduate,0,temporary,medium
169106,employed,4,graduate,1,rented,low
108590,employed,3,postgraduate,0,permanent,high
97586,self_employed,6,postgraduate,0,rented,medium
153262,self_employed,5,postgraduate,0,permanent,medium
56554,self_employed,10,primary,0,temporary,medium
33882,unemployed,9,secondary,0,rented,low
25752,informal,10,none,1,temporary,high
133403,employed,7,graduate,0,temporary,high
42578,self_employed,4,none,0,temporary,low
35008,retired,4,primary,1,rented,high
422012,employed,2,graduate,0,rented,medium
46240,retired,8,primary,0,homeless,medium
63357,informal,3,secondary,0,temporary,medium
73361,employed,7,secondary,0,permanent,medium
29620,unemployed,9,primary,1,rented,medium
200850,self_employed,2,postgraduate,1,permanent,medium
59625,unemployed,8,none,1,rented,low
35449,unemployed,5,primary,1,rented,medium
49354,informal,5,secondary,1,permanent,medium
308279,employed,3,secondary,1,permanent,low
34645,retired,7,primary,0,homeless,high
10279,self_employed,6,secondary,0,rented,high
135043,self_employed,4,graduate,0,permanent,low
315226,employed,3,graduate,0,permanent,low
21014,informal,9,none,1,temporary,medium
55065,retired,4,secondary,0,rented,medium
48831,informal,4,primary,1,temporary,high
122863,employed,3,postgraduate,0,rented,high
149472,retired,3,postgraduate,0,permanent,low
472888,employed,3,postgraduate,0,permanent,low
5552,unemployed,8,primary,1,rented,high
25027,self_employed,10,none,0,homeless,high
361005,employed,5,graduate,0,permanent,low
92655,employed,6,graduate,1,temporary,medium
24411,informal,4,secondary,1,permanent,high
16994,unemployed,9,primary,0,rented,high
159122,employed,5,postgraduate,1,permanent,low
147210,employed,5,secondary,0,permanent,low
115414,informal,3,graduate,0,temporary,medium
19374,self_employed,7,secondary,1,rented,medium
27795,retired,9,primary,1,rented,high
26087,informal,6,none,0,homeless,medium
40250,self_employed,7,graduate,1,rented,medium
113997,self_employed,3,primary,0,rented,high
97166,self_employed,4,secondary,0,rented,low
90510,informal,4,secondary,0,homeless,high
12474,self_employed,8,none,1,homeless,high
72483,employed,5,none,0,homeless,high
143691,employed,4,graduate,0,rented,low
69334,employed,4,secondary,1,rented,medium
55086,informal,9,primary,1,rented,high
95376,self_employed,5,graduate,0,rented,low
125745,self_employed,4,graduate,1,permanent,medium
100377,self_employed,3,secondary,0,rented,medium
50401,unemployed,9,secondary,1,temporary,medium
131946,employed,5,graduate,1,permanent,low
86386,informal,3,primary,0,permanent,medium
61300,employed,4,graduate,1,rented,high
79041,self_employed,7,postgraduate,0,permanent,medium
316009,employed,4,secondary,0,permanent,low
112515,self_employed,6,secondary,1,permanent,medium
114839,employed,5,primary,0,rented,low
159005,employed,3,graduate,0,rented,medium
116221,informal,7,primary,0,rented,medium
25711,unemployed,8,primary,1,homeless,medium
16200,unemployed,4,primary,0,rented,high
44441,retired,4,none,0,rented,high
140948,employed,7,postgraduate,0,temporary,medium
36618,unemployed,10,secondary,0,rented,high
489814,retired,4,graduate,1,temporary,low
88569,self_employed,3,primary,0,permanent,medium
53346,informal,7,secondary,0,homeless,low
52725,informal,7,secondary,0,permanent,low
326488,employed,2,graduate,0,permanent,high
35939,unemployed,9,none,0,rented,high
130168,unemployed,4,secondary,0,homeless,medium
45670,employed,5,graduate,1,rented,low
296201,employed,2,graduate,0,permanent,medium
44148,employed,7,primary,1,homeless,high
165475,informal,4,graduate,1,permanent,medium
235591,employed,5,postgraduate,0,permanent,low
69207,informal,5,secondary,1,rented,medium
37053,self_employed,5,primary,1,temporary,high
412440,employed,3,graduate,0,rented,low
51997,self_employed,5,none,1,rented,high
55620,unemployed,9,secondary,0,temporary,high
112632,employed,4,graduate,0,rented,medium
80976,unemployed,3,none,0,permanent,high
27019,retired,8,none,0,temporary,high
80272,employed,4,graduate,1,permanent,high
109327,informal,5,primary,1,permanent,medium
57807,retired,7,primary,0,homeless,high
37003,informal,4,primary,0,temporary,high
460909,employed,3,graduate,0,permanent,low
41491,unemployed,10,primary,1,temporary,high
64111,employed,3,secondary,0,rented,medium
211519,self_employed,3,graduate,1,permanent,medium
54074,employed,6,secondary,0,permanent,high
137295,employed,4,graduate,0,homeless,low
58322,unemployed,8,secondary,0,temporary,medium
27377,unemployed,8,secondary,1,rented,high
112627,employed,4,graduate,0,temporary,low
61459,unemployed,3,secondary,0,permanent,low
24320,unemployed,9,none,1,temporary,medium
451268,informal,5,graduate,0,permanent,low
357047,employed,4,postgraduate,0,permanent,medium
63481,unemployed,6,graduate,0,permanent,medium
122732,self_employed,4,secondary,0,rented,low
50741,employed,5,graduate,0,homeless,medium
11480,self_employed,10,none,1,homeless,high
374396,employed,3,postgraduate,0,permanent,low
381215,employed,2,graduate,0,homeless,low
27056,informal,10,primary,1,rented,medium
400342,self_employed,3,postgraduate,0,permanent,medium
32867,retired,8,primary,1,temporary,medium
137584,informal,3,graduate,0,rented,low
65579,unemployed,6,primary,1,temporary,high
41367,employed,7,primary,0,permanent,high
283271,employed,5,secondary,0,permanent,low
363343,self_employed,2,graduate,0,permanent,medium
92489,unemployed,5,postgraduate,1,permanent,high
173327,self_employed,2,graduate,0,permanent,low
28149,unemployed,8,primary,0,temporary,high
493884,self_employed,5,secondary,0,permanent,low
26909,self_employed,10,primary,1,rented,high
160654,employed,4,graduate,1,permanent,low
225820,employed,3,graduate,1,permanent,low
298291,employed,4,postgraduate,0,permanent,medium
9501,self_employed,9,secondary,0,temporary,low
82379,informal,4,secondary,1,rented,medium
122467,retired,2,secondary,0,permanent,medium
104337,employed,5,graduate,0,rented,low
46534,unemployed,6,secondary,1,rented,high
111328,employed,2,graduate,0,permanent,low
119536,informal,3,graduate,0,permanent,low
366939,employed,4,postgraduate,0,permanent,low
59488,self_employed,8,graduate,1,homeless,high
17880,unemployed,7,none,1,homeless,medium
242076,self_employed,2,graduate,1,permanent,low
365948,employed,5,graduate,0,homeless,medium
31522,unemployed,7,secondary,1,temporary,medium
121617,self_employed,5,secondary,1,rented,low
13370,unemployed,6,primary,0,temporary,high
62332,self_employed,4,postgraduate,1,rented,medium
40959,employed,5,primary,0,rented,medium
242664,employed,3,secondary,0,rented,low
47798,informal,7,secondary,1,homeless,high
35514,unemployed,9,graduate,1,rented,low
401117,employed,3,graduate,0,permanent,medium
23980,unemployed,10,none,1,temporary,high
59292,informal,4,primary,1,permanent,medium
36122,unemployed,8,primary,1,temporary,low
7303,unemployed,6,none,0,homeless,high
42436,unemployed,7,none,1,temporary,high
43935,unemployed,6,secondary,0,rented,low
35237,unemployed,7,primary,1,temporary,high
12153,unemployed,10,primary,0,rented,medium
104961,unemployed,3,primary,1,permanent,low
489798,employed,2,none,0,permanent,low
348492,self_employed,5,graduate,0,permanent,low
498236,employed,3,graduate,0,permanent,high
19068,retired,6,none,0,rented,low
116459,employed,6,graduate,0,temporary,medium
